State,District,Pop_Density,Lat,Long,Population
Jharkhand,Paschim Singhbhum,208,22.365086,85.437557,1502338
Jharkhand,Deoghar,602,24.47632,86.691322,1492073
Jharkhand,Garhwa,323,24.108456,83.677393,1322784
Jharkhand,Dumka,351,20.020925,77.165772,1321442
Jharkhand,Godda,580,24.825522,87.213518,1313551
Jharkhand,Sahibgnaj,558,25.238122,87.645359,1150567
Jharkhand,saraikela Kharsawan,401,22.856126,86.012157,1065056
Jharkhand,Chatra,280,24.152633,84.856793,1042886
Jharkhand,Gumla,191,23.04413,84.537945,1025213
Jharkhand,Ramgarh,708,23.652368,85.56121,949443
Jharkhand,Pakur,497,24.633691,87.850064,900422
Jharkhand,Jamtara,437,23.95055,86.817013,791042
Jharkhand,Latehar,169,23.746322,84.50911,726978
Jharkhand,Kodarma,282,24.511484,85.725637,716259
Jharkhand,Simdega,159,22.615114,84.495999,599578
Jharkhand,Khunti,210,23.07976,85.277421,531885
Jharkhand,Lohardaga,307,23.43375,84.647912,461790
Chandigarh,Chandigarh,54101,30.733315,76.779419,552002
